barcode	disease	BAM_path
TCGA-CQ-5327-01A-01R-1686-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/c10b6469f37f46fb954f840f077df675/all_sequences.bam
TCGA-CQ-5329-01A-01R-1686-07	HNSC	/gscmnt/ams1125/info/alignment_data/imported/2891056103/all_sequences.bam
TCGA-CQ-5330-01A-01R-1686-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892787293/all_sequences.bam
TCGA-CQ-5331-01A-02R-1873-07	HNSC	/gscmnt/ams1125/info/alignment_data/imported/2891056096/all_sequences.bam
TCGA-CQ-5332-01A-01R-1686-07	HNSC	/gscmnt/ams1100/info/alignment_data/imported/2891055862/all_sequences.bam
TCGA-CQ-5333-01A-01R-2403-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/0daf6bc38968467ba47371014b8047a4/all_sequences.bam
TCGA-CQ-5334-01A-01R-1686-07	HNSC	/gscmnt/ams1100/info/alignment_data/imported/2891056105/all_sequences.bam
TCGA-CQ-6218-01A-11R-1915-07	HNSC	/gscmnt/ams1176/info/alignment_data/imported/2891055868/all_sequences.bam
TCGA-CQ-6219-01A-11R-1915-07	HNSC	/gscmnt/ams1176/info/alignment_data/imported/2891056092/all_sequences.bam
TCGA-CQ-6220-01A-11R-1915-07	HNSC	/gscmnt/gc1400/info/alignment_data/imported/2891061840/all_sequences.bam
TCGA-CQ-6221-01A-11R-2081-07	HNSC	/gscmnt/gc1400/info/alignment_data/imported/2891061795/all_sequences.bam
TCGA-CQ-6222-01A-11R-1915-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2891061792/all_sequences.bam
TCGA-CQ-6223-01A-11R-1915-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2891061794/all_sequences.bam
TCGA-CQ-6224-01A-11R-1915-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2891061848/all_sequences.bam
TCGA-CQ-6225-01A-11R-1915-07	HNSC	/gscmnt/ams1140/info/alignment_data/imported/2891061790/all_sequences.bam
TCGA-CQ-6227-01A-11R-1915-07	HNSC	/gscmnt/ams1140/info/alignment_data/imported/2891061846/all_sequences.bam
TCGA-CQ-6228-01A-11R-1915-07	HNSC	/gscmnt/ams1174/info/alignment_data/imported/2891061847/all_sequences.bam
TCGA-CQ-6229-01A-11R-1915-07	HNSC	/gscmnt/ams1174/info/alignment_data/imported/2891061841/all_sequences.bam
TCGA-CQ-7063-01A-11R-2403-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/c5ac6ace7f1c42ae9f98d2f8194705a2/all_sequences.bam
TCGA-CQ-7065-01A-11R-2081-07	HNSC	/gscmnt/ams1174/info/alignment_data/imported/2891061856/all_sequences.bam
TCGA-CQ-7067-01A-11R-2232-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892779941/all_sequences.bam
TCGA-CQ-7068-01A-11R-2081-07	HNSC	/gscmnt/ams1100/info/alignment_data/imported/2891076660/all_sequences.bam
TCGA-CQ-7069-01A-11R-2403-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/0fe46118a6d348f590400054e01d5fb8/all_sequences.bam
TCGA-CQ-7071-01A-12R-A30B-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/980bebb9d7e543ba89c37edd17b0ba5c/all_sequences.bam
TCGA-CQ-7072-01A-21R-A30B-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/e559923c3b9c4431a14e3c1b0f45473a/all_sequences.bam
TCGA-CQ-A4C6-01A-11R-A24Z-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/d86b49f439d14920919cffce5b79d0f8/all_sequences.bam
TCGA-CQ-A4C7-01A-11R-A24Z-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2f5b21b044344e7da974ef0a10fe8db3/all_sequences.bam
TCGA-CQ-A4C9-01A-11R-A24Z-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/f47508a07c6746ed96b223895b46c522/all_sequences.bam
TCGA-CQ-A4CA-01A-11R-A24Z-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/9543656896fd4d68afc472fe7daf155f/all_sequences.bam
TCGA-CQ-A4CB-01A-11R-A24Z-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/f8174f07aaf34644a62c98c90d6e78c4/all_sequences.bam
TCGA-CQ-A4CD-01A-21R-A24Z-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/4913a87ded564a69958ead39bc054f86/all_sequences.bam
TCGA-CQ-A4CE-01A-11R-A266-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/d4037b8a21d049fc87024fd42e44124a/all_sequences.bam
TCGA-CQ-A4CG-01A-11R-A266-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/03fa2fa05a7c414dada56cb5e0e1175d/all_sequences.bam
TCGA-CQ-A4CH-01A-11R-A266-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/e2c19e1f913b411791ec09bfc23e0135/all_sequences.bam
TCGA-CQ-A4CI-01A-11R-A266-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/17532daf3ae3488282bed12f853da17b/all_sequences.bam
TCGA-CR-5243-01A-01R-1514-07	HNSC	/gscmnt/ams1100/info/alignment_data/imported/2891076658/all_sequences.bam
TCGA-CR-5247-01A-01R-2016-07	HNSC	/gscmnt/ams1100/info/alignment_data/imported/2891076659/all_sequences.bam
TCGA-CR-5248-01A-01R-2016-07	HNSC	/gscmnt/ams1146/info/alignment_data/imported/2891076580/all_sequences.bam
TCGA-CR-5249-01A-01R-1514-07	HNSC	/gscmnt/ams1146/info/alignment_data/imported/2891076661/all_sequences.bam
TCGA-CR-5250-01A-01R-1514-07	HNSC	/gscmnt/ams1142/info/alignment_data/imported/2891076579/all_sequences.bam
TCGA-CR-6467-01A-11R-1873-07	HNSC	/gscmnt/ams1142/info/alignment_data/imported/2891076649/all_sequences.bam
TCGA-CR-6470-01A-11R-1873-07	HNSC	/gscmnt/ams1142/info/alignment_data/imported/2891093786/all_sequences.bam
TCGA-CR-6471-01A-11R-1873-07	HNSC	/gscmnt/ams1125/info/alignment_data/imported/2891076648/all_sequences.bam
TCGA-CR-6472-01A-11R-1873-07	HNSC	/gscmnt/ams1125/info/alignment_data/imported/2891104212/all_sequences.bam
TCGA-CR-6473-01A-11R-1873-07	HNSC	/gscmnt/ams1125/info/alignment_data/imported/2891104213/all_sequences.bam
TCGA-CR-6474-01A-11R-1873-07	HNSC	/gscmnt/ams1125/info/alignment_data/imported/2891104141/all_sequences.bam
TCGA-CR-6477-01A-11R-1873-07	HNSC	/gscmnt/gc9007/info/alignment_data/imported/2891104142/all_sequences.bam
TCGA-CR-6478-01A-11R-1873-07	HNSC	/gscmnt/gc9007/info/alignment_data/imported/2891104143/all_sequences.bam
TCGA-CR-6480-01A-11R-1873-07	HNSC	/gscmnt/ams1145/info/alignment_data/imported/2891104215/all_sequences.bam
TCGA-CR-6481-01A-11R-1873-07	HNSC	/gscmnt/ams1145/info/alignment_data/imported/2891104214/all_sequences.bam
TCGA-CR-6482-01A-11R-1873-07	HNSC	/gscmnt/ams1145/info/alignment_data/imported/2891104211/all_sequences.bam
TCGA-CR-6484-01A-11R-1873-07	HNSC	/gscmnt/ams1145/info/alignment_data/imported/2891104216/all_sequences.bam
TCGA-CR-6487-01A-11R-1873-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780170/all_sequences.bam
TCGA-CR-6488-01A-12R-2081-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780125/all_sequences.bam
TCGA-CR-6491-01A-11R-1873-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780174/all_sequences.bam
TCGA-CR-6492-01A-12R-2081-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780176/all_sequences.bam
TCGA-CR-6493-01A-11R-1873-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780186/all_sequences.bam
TCGA-CR-7364-01A-11R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780212/all_sequences.bam
TCGA-CR-7365-01A-11R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780189/all_sequences.bam
TCGA-CR-7367-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780192/all_sequences.bam
TCGA-CR-7368-01A-11R-2132-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780134/all_sequences.bam
TCGA-CR-7369-01A-11R-2132-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780137/all_sequences.bam
TCGA-CR-7370-01A-11R-2132-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780203/all_sequences.bam
TCGA-CR-7371-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780274/all_sequences.bam
TCGA-CR-7372-01A-11R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780206/all_sequences.bam
TCGA-CR-7373-01A-11R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780209/all_sequences.bam
TCGA-CR-7374-01A-11R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780280/all_sequences.bam
TCGA-CR-7376-01A-11R-2132-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780218/all_sequences.bam
TCGA-CR-7377-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780236/all_sequences.bam
TCGA-CR-7379-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780144/all_sequences.bam
TCGA-CR-7380-01A-11R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780239/all_sequences.bam
TCGA-CR-7382-01A-11R-2132-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780247/all_sequences.bam
TCGA-CR-7383-01A-11R-2132-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780296/all_sequences.bam
TCGA-CR-7385-01A-11R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780287/all_sequences.bam
TCGA-CR-7386-01A-11R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780250/all_sequences.bam
TCGA-CR-7388-01A-11R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780253/all_sequences.bam
TCGA-CR-7389-01A-11R-2016-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780256/all_sequences.bam
TCGA-CR-7390-01A-11R-2016-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780315/all_sequences.bam
TCGA-CR-7391-01A-11R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780325/all_sequences.bam
TCGA-CR-7392-01A-11R-2016-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780259/all_sequences.bam
TCGA-CR-7393-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780333/all_sequences.bam
TCGA-CR-7394-01A-11R-2016-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780312/all_sequences.bam
TCGA-CR-7395-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780307/all_sequences.bam
TCGA-CR-7397-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780360/all_sequences.bam
TCGA-CR-7398-01A-11R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780322/all_sequences.bam
TCGA-CR-7399-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780337/all_sequences.bam
TCGA-CR-7401-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780328/all_sequences.bam
TCGA-CR-7402-01A-11R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780376/all_sequences.bam
TCGA-CR-7404-01A-11R-2132-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780343/all_sequences.bam
TCGA-CU-A0YN-01A-21R-A10U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224565/all_sequences.bam
TCGA-CU-A0YO-01A-11R-A10U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224520/all_sequences.bam
TCGA-CU-A0YR-01A-12R-A10U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224564/all_sequences.bam
TCGA-CU-A3KJ-01A-11R-A21D-07	BLCA	/gscmnt/gc9007/info/alignment_data/imported/2892224542/all_sequences.bam
TCGA-CU-A3QU-01A-11R-A22U-07	BLCA	/gscmnt/ams1178/info/alignment_data/imported/2892224599/all_sequences.bam
TCGA-CU-A3YL-01A-11R-A22U-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/2892224547/all_sequences.bam
TCGA-CU-A5W6-01A-11R-A28M-07	BLCA	/gscmnt/gc2007/info/alignment_data/imported/8EE3D5BCF0BB11E380D9B6C7A42976A9/all_sequences.bam
TCGA-CU-A72E-01A-12R-A33J-07	BLCA	/gscmnt/gc2008/info/alignment_data/imported/CB79C08CF0CE11E39C499D0510675DC3/all_sequences.bam
TCGA-CV-5430-01A-02R-1686-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780346/all_sequences.bam
TCGA-CV-5431-01A-01R-1514-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780416/all_sequences.bam
TCGA-CV-5432-01A-02R-1686-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780410/all_sequences.bam
TCGA-CV-5434-01A-01R-1686-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780428/all_sequences.bam
TCGA-CV-5435-01A-01R-1686-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780373/all_sequences.bam
TCGA-CV-5436-01A-01R-1514-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780382/all_sequences.bam
TCGA-CV-5439-01A-01R-1686-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780385/all_sequences.bam
TCGA-CV-5440-01A-01R-1514-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780425/all_sequences.bam
TCGA-CV-5441-01A-01R-1514-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780388/all_sequences.bam
TCGA-CV-5442-01A-01R-1514-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780431/all_sequences.bam
TCGA-CV-5443-01A-01R-1514-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780391/all_sequences.bam
TCGA-CV-5444-01A-02R-1514-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780434/all_sequences.bam
TCGA-CV-5966-01A-11R-1686-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780438/all_sequences.bam
TCGA-CV-5970-01A-11R-1686-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780441/all_sequences.bam
TCGA-CV-5971-01A-11R-1686-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780447/all_sequences.bam
TCGA-CV-5973-01A-11R-1686-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780444/all_sequences.bam
TCGA-CV-5976-01A-11R-1686-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780394/all_sequences.bam
TCGA-CV-5977-01A-11R-1686-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780465/all_sequences.bam
TCGA-CV-5978-01A-11R-1686-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780510/all_sequences.bam
TCGA-CV-5979-01A-11R-1686-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780524/all_sequences.bam
TCGA-CV-6003-01A-11R-1686-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780468/all_sequences.bam
TCGA-CV-6433-01A-11R-1686-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780527/all_sequences.bam
TCGA-CV-6436-01A-11R-1686-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780474/all_sequences.bam
TCGA-CV-6441-01A-11R-1686-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780471/all_sequences.bam
TCGA-CV-6933-01A-11R-1915-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780490/all_sequences.bam
TCGA-CV-6934-01A-11R-1915-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780487/all_sequences.bam
TCGA-CV-6935-01A-11R-1915-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780538/all_sequences.bam
TCGA-CV-6936-01A-11R-1915-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780572/all_sequences.bam
TCGA-CV-6937-01A-11R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780577/all_sequences.bam
TCGA-CV-6938-01A-11R-1915-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780586/all_sequences.bam
TCGA-CV-6939-01A-11R-1915-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780589/all_sequences.bam
TCGA-CV-6940-01A-11R-1915-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780644/all_sequences.bam
TCGA-CV-6941-01A-11R-1915-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892780592/all_sequences.bam
TCGA-CV-6942-01A-21R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780600/all_sequences.bam
TCGA-CV-6943-01A-11R-1915-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780606/all_sequences.bam
TCGA-CV-6945-01A-11R-1915-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780603/all_sequences.bam
TCGA-CV-6948-01A-11R-1915-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780857/all_sequences.bam
TCGA-CV-6950-01A-11R-1915-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780812/all_sequences.bam
TCGA-CV-6951-01A-11R-1915-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892780815/all_sequences.bam
TCGA-CV-6952-01A-11R-1915-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892780721/all_sequences.bam
TCGA-CV-6953-01A-11R-1915-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892781028/all_sequences.bam
TCGA-CV-6954-01A-11R-1915-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780986/all_sequences.bam
TCGA-CV-6955-01A-11R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892780970/all_sequences.bam
TCGA-CV-6956-01A-21R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892781031/all_sequences.bam
TCGA-CV-6959-01A-11R-1915-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892781065/all_sequences.bam
TCGA-CV-6960-01A-41R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892781160/all_sequences.bam
TCGA-CV-6961-01A-21R-1915-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892781125/all_sequences.bam
TCGA-CV-6962-01A-11R-1915-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892781195/all_sequences.bam
TCGA-CV-7089-01A-11R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892781167/all_sequences.bam
TCGA-CV-7090-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892781192/all_sequences.bam
TCGA-CV-7091-01A-11R-2016-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892781428/all_sequences.bam
TCGA-CV-7095-01A-21R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892781189/all_sequences.bam
TCGA-CV-7097-01A-11R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892781487/all_sequences.bam
TCGA-CV-7099-01A-41R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892781440/all_sequences.bam
TCGA-CV-7100-01A-11R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892781437/all_sequences.bam
TCGA-CV-7101-01A-11R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892781452/all_sequences.bam
TCGA-CV-7102-01A-11R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892781392/all_sequences.bam
TCGA-CV-7103-01A-21R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892781460/all_sequences.bam
TCGA-CV-7104-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892781480/all_sequences.bam
TCGA-CV-7177-01A-11R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892781497/all_sequences.bam
TCGA-CV-7178-01A-21R-2016-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892781593/all_sequences.bam
TCGA-CV-7180-01A-11R-2016-07	HNSC	/gscmnt/gc8000/info/alignment_data/imported/2892781598/all_sequences.bam
TCGA-CV-7183-01A-11R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892782222/all_sequences.bam
TCGA-CV-7235-01A-11R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892782192/all_sequences.bam
TCGA-CV-7236-01A-11R-2016-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892782199/all_sequences.bam
TCGA-CV-7238-01A-11R-2016-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892782203/all_sequences.bam
TCGA-CV-7242-01A-11R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892782209/all_sequences.bam
TCGA-CV-7243-01A-11R-2016-07	HNSC	/gscmnt/ams1145/info/alignment_data/imported/2891112882/all_sequences.bam
TCGA-CV-7245-01A-11R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892782332/all_sequences.bam
TCGA-CV-7247-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892782401/all_sequences.bam
TCGA-CV-7248-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892782307/all_sequences.bam
TCGA-CV-7250-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892782354/all_sequences.bam
TCGA-CV-7252-01A-11R-2016-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892782528/all_sequences.bam
TCGA-CV-7253-01A-11R-2016-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892782516/all_sequences.bam
TCGA-CV-7254-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892782537/all_sequences.bam
TCGA-CV-7255-01A-11R-2016-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892782531/all_sequences.bam
TCGA-CV-7261-01A-11R-2016-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892782534/all_sequences.bam
TCGA-CV-7263-01A-11R-2016-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892782765/all_sequences.bam
TCGA-CV-7406-01A-11R-2081-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892782950/all_sequences.bam
TCGA-CV-7407-01A-11R-2081-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892782540/all_sequences.bam
TCGA-CV-7409-01A-31R-2232-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892782546/all_sequences.bam
TCGA-CV-7410-01A-21R-2081-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892782552/all_sequences.bam
TCGA-CV-7411-01A-11R-2081-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892782555/all_sequences.bam
TCGA-CV-7413-01A-11R-2081-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892783057/all_sequences.bam
TCGA-CV-7414-01A-11R-2081-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892783161/all_sequences.bam
TCGA-CV-7415-01A-11R-2081-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892783278/all_sequences.bam
TCGA-CV-7416-01A-11R-2081-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2893044656/all_sequences.bam
TCGA-CV-7418-01A-11R-2081-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892783218/all_sequences.bam
TCGA-CV-7421-01A-11R-2081-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892783171/all_sequences.bam
TCGA-CV-7422-01A-21R-2081-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892783203/all_sequences.bam
TCGA-CV-7423-01A-11R-2081-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892783168/all_sequences.bam
TCGA-CV-7424-01A-11R-2081-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892783181/all_sequences.bam
TCGA-CV-7425-01A-11R-2081-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/07ea3ec91b724a9a94163fc2ae34aa21/all_sequences.bam
TCGA-CV-7427-01A-11R-2081-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892783187/all_sequences.bam
TCGA-CV-7428-01A-11R-2132-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892783209/all_sequences.bam
TCGA-CV-7429-01A-11R-2132-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892783194/all_sequences.bam
TCGA-CV-7430-01A-11R-2132-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892783557/all_sequences.bam
TCGA-CV-7432-01A-11R-2132-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892783200/all_sequences.bam
TCGA-CV-7433-01A-11R-2132-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2892783762/all_sequences.bam
TCGA-CV-7434-01A-11R-2132-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/2893044687/all_sequences.bam
TCGA-CV-7435-01A-11R-2132-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/2892783765/all_sequences.bam
TCGA-CV-7437-01A-21R-2132-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892784033/all_sequences.bam
TCGA-CV-7438-01A-21R-2132-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892783783/all_sequences.bam
TCGA-CV-7440-01A-11R-2132-07	HNSC	/gscmnt/gc8003/info/alignment_data/imported/2892783786/all_sequences.bam
TCGA-CV-A45O-01A-21R-A24H-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/bc25edf66d824084be18063e19d520ef/all_sequences.bam
TCGA-CV-A45P-01A-11R-A24H-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/e3a959540b0a4bb5813aae0c75a27c8d/all_sequences.bam
TCGA-CV-A45Q-01A-11R-A24H-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/e0132052ebf84876a310969e4c872283/all_sequences.bam
TCGA-CV-A45R-01A-11R-A24H-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/f6e95c859454448ab567d933ade3a356/all_sequences.bam
TCGA-CV-A45T-01A-11R-A24H-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/b4cb506929a849dba44f45cff9b816d3/all_sequences.bam
TCGA-CV-A45U-01A-12R-A24H-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/0dcc435177f64ab9877cf7f87f62b09a/all_sequences.bam
TCGA-CV-A45V-01A-21R-A24Z-07	HNSC	/gscmnt/gc13000/info/alignment_data/imported/7c4399dd8c414eb19a7c7fbdb9a273b6/all_sequences.bam
TCGA-CV-A45W-01A-11R-A24Z-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/11b2ac87234143af9f5537f6ee383e41/all_sequences.bam
